,Views_7_days,Country,Price_EUR,Year_Built
2087,140,Spain,149000.0,2000
2089,208,France,149000.0,2001
2091,146,Netherlands,149000.0,1993
2094,94,France,148700.0,2010
2095,67,Netherlands,148500.0,2017
2096,67,Germany,149900.0,1992
2098,97,Finland,149900.0,2011
2099,149,Croatia (Hrvatska),149900.0,2001
2101,160,Austria,149600.0,2020
2105,83,Netherlands,149500.0,1998
2106,81,France,149500.0,2016
2107,39,Germany,149500.0,2017
2113,127,Germany,151310.0,2020
2115,150,Switzerland,150565.0,2020
2116,56,Switzerland,159313.72549019608,2020
2118,77,Italy,150000.0,2005
2119,598,Switzerland,150000.0,2017
2121,75,Croatia (Hrvatska),150000.0,2009
2122,193,Germany,150000.0,2005
2123,87,Portugal,150000.0,2005
2124,33,Croatia (Hrvatska),150000.0,2009
2126,75,Italy,150000.0,2010
2127,52,Austria,155000.0,2014
2128,78,Italy,155000.0,2002
2129,147,Portugal,155000.0,2005
2132,65,Turkey,155000.0,2013
2133,107,France,155000.0,2018
2135,163,Croatia (Hrvatska),155000.0,1999
2136,118,France,155000.0,2012
2137,127,Italy,155000.0,2010
2138,302,Netherlands,155000.0,1998
2139,206,France,155000.0,2002
2140,145,France,155000.0,2001
2141,152,Croatia (Hrvatska),155000.0,1988
2143,99,Croatia (Hrvatska),159000.0,2003
2144,99,France,159000.0,2014
2145,151,Spain,159000.0,2008
2146,132,Germany,159000.0,2019
2148,84,United States,159000.0,2011
2149,66,Netherlands,159000.0,1993
2151,134,Austria,159000.0,2009
2152,74,Italy,159000.0,1990
2154,99,Germany,159000.0,2015
2156,87,Italy,159000.0,2011
2157,72,Netherlands,159000.0,2004
2158,69,France,159000.0,2018
2160,115,Italy,160000.0,2006
2162,130,Germany,160000.0,2012
2165,71,France,160000.0,2013
2166,46,Croatia (Hrvatska),160000.0,2000
2167,39,Italy,160000.0,2010
2169,45,Italy,160000.0,2011
2170,32,Italy,160000.0,2008
2171,19,Italy,160000.0,2007
2173,41,Italy,160000.0,2011
2175,94,Italy,165000.0,2005
2177,79,Netherlands,165000.0,2019
2178,42,Italy,165000.0,2008
2180,204,Germany,165000.0,1972
2181,89,Italy,165000.0,2005
2182,141,Spain,165000.0,1991
2183,34,France,165000.0,2013
2184,130,Turkey,165000.0,1998
2185,212,Italy,165000.0,2015
2187,51,Italy,165000.0,2018
2190,138,Croatia (Hrvatska),165000.0,2014
2191,222,Germany,169000.0,1910
2192,60,Croatia (Hrvatska),169000.0,2008
2195,108,Netherlands,169000.0,2002
2198,59,Netherlands,169000.0,1993
2199,357,Germany,169000.0,2016
2202,27,France,168500.0,2020
2204,48,Italy,168000.0,1987
2205,45,Spain,168000.0,2003
2206,78,Spain,168000.0,2002
2208,81,Italy,170000.0,1991
2209,107,Croatia (Hrvatska),170000.0,2009
2210,22,Italy,170000.0,2001
2211,22,Croatia (Hrvatska),170000.0,1989
2212,108,Croatia (Hrvatska),170000.0,2005
2216,106,Spain,170000.0,2011
2217,53,Portugal,170000.0,2006
2219,136,Italy,170000.0,1994
2220,83,Spain,170000.0,2004
2221,104,France,170000.0,2006
2222,70,Italy,170000.0,2019
2223,111,Netherlands,175000.0,1989
2224,71,Portugal,175000.0,1999
2225,33,France,175000.0,2006
2226,139,Austria,175000.0,2003
2228,85,Spain,175000.0,2018
2229,63,Greece,175000.0,2008
2231,93,France,175000.0,2013
2232,88,Italy,175000.0,2010
2233,64,France,175000.0,2004
2234,167,France,175000.0,2010
2235,63,Italy,175000.0,2010
2237,106,Spain,175000.0,2006
2241,137,Croatia (Hrvatska),179000.0,2012
2242,70,Netherlands,179000.0,2002
2243,118,Netherlands,179000.0,1999
2244,69,Croatia (Hrvatska),179000.0,2008
2247,142,Netherlands,179000.0,2008
2248,105,Netherlands,179000.0,1999
2249,71,France,178900.0,2017
2254,35,Italy,180000.0,1997
2255,79,France,180000.0,2018
2256,66,Italy,180000.0,2005
2257,61,Italy,180000.0,2010
2258,105,Netherlands,180000.0,2008
2259,120,France,180000.0,2014
2260,67,Germany,180000.0,2020
2261,59,Italy,180000.0,2000
2262,124,Portugal,180000.0,2001
2263,104,Portugal,180000.0,2006
2267,101,Spain,180000.0,1998
2268,212,Italy,180000.0,1998
2270,120,Finland,187000.0,2018
2271,74,Denmark,10673076.923076922,1989
2272,43,Denmark,10673076.923076922,2006
2274,59,Germany,185900.0,2020
2275,110,Spain,185462.0,2020
2276,286,Switzerland,185000.0,2015
2279,86,Croatia (Hrvatska),185000.0,2004
2283,85,Italy,185000.0,2002
2286,331,Switzerland,200980.39215686274,2010
2287,139,Croatia (Hrvatska),189500.0,2003
2289,39,United Kingdom,148706.89655172414,2019
2290,79,Netherlands,189000.0,1997
2291,116,Netherlands,189000.0,2009
2293,70,Netherlands,189000.0,2006
2295,156,Croatia (Hrvatska),189000.0,2004
2296,74,Croatia (Hrvatska),189000.0,2004
2299,81,Netherlands,189000.0,2005
2300,129,Spain,195000.0,2005
2301,74,France,195000.0,2015
2302,93,Netherlands,195000.0,2011
2304,302,Germany,195000.0,2010
2306,102,Croatia (Hrvatska),194900.0,2007
2307,41,Slovenia,194900.0,2007
2308,100,Germany,194300.0,2020
2309,122,Switzerland,205882.35294117648,2019
2311,59,France,194000.0,2015
2312,125,Germany,194000.0,2008
2313,67,France,193920.0,2020
2314,216,Switzerland,204901.96078431373,2013
2317,51,Netherlands,197500.0,2000
2318,69,Estonia,197431.0,2018
2319,166,Germany,11296153.846153846,2016
2321,101,Germany,197000.0,2016
2322,47,Italy,197000.0,2010
2323,168,Croatia (Hrvatska),197000.0,2004
2324,103,Germany,196000.0,1991
2326,79,Poland,195755.0,2020
2328,167,Switzerland,205882.35294117648,2018
2329,60,Croatia (Hrvatska),199000.0,2009
2330,67,Italy,199000.0,2004
2331,101,Spain,199000.0,2011
2332,27,Croatia (Hrvatska),199000.0,2019
2333,98,Germany,199000.0,2011
2334,117,Germany,199000.0,2015
2335,60,France,199000.0,2011
2337,37,Croatia (Hrvatska),199000.0,2019
2338,98,France,199000.0,2016
2339,59,France,199000.0,2011
2340,46,Croatia (Hrvatska),199000.0,2007
2342,86,Malta,199000.0,2008
2343,229,Belgium,199000.0,1996
2344,46,France,199000.0,2017
2345,169,Croatia (Hrvatska),200000.0,2001
2346,126,Italy,200000.0,2007
2348,1230,Croatia (Hrvatska),199999.0,2004
2349,49,Croatia (Hrvatska),199990.0,1991
2350,180,Croatia (Hrvatska),199900.0,2009
2351,66,France,199900.0,2010
2352,54,Germany,199900.0,1999
2353,116,Netherlands,199900.0,2018
2354,68,France,199900.0,2019
2355,36,Netherlands,199900.0,1995
2356,160,Spain,199900.0,2016
2357,153,Spain,199900.0,2020
2358,71,Germany,199900.0,2020
2359,98,Germany,209000.0,2000
2360,134,Netherlands,209000.0,1999
2361,87,Croatia (Hrvatska),209000.0,2017
2362,114,France,209000.0,2020
2366,45,Italy,208000.0,2008
2367,115,France,162931.03448275864,2000
2369,93,Portugal,205000.0,1994
2370,135,Italy,205000.0,2009
2371,110,Netherlands,205000.0,2010
2372,85,Croatia (Hrvatska),205000.0,2009
2373,69,Spain,205000.0,2006
2374,236,Germany,205000.0,2018
2375,132,Croatia (Hrvatska),212000.0,2014
2376,76,Germany,212000.0,2020
2377,247,Switzerland,224509.80392156861,2013
2378,187,Croatia (Hrvatska),211800.0,2017
2379,73,Denmark,12115384.615384614,2004
2382,45,Spain,210000.0,1995
2384,53,Portugal,210000.0,2005
2385,102,Spain,210000.0,2004
2386,88,Croatia (Hrvatska),210000.0,2003
2387,116,Croatia (Hrvatska),210000.0,2011
2388,39,Spain,210000.0,2007
2389,76,Netherlands,210000.0,2008
2391,69,Spain,171551.72413793104,2008
2392,35,France,218000.0,2013
2393,66,Spain,218000.0,2015
2394,216,Switzerland,230392.1568627451,2017
2397,84,Germany,216590.0,2019
2399,220,Switzerland,228333.33333333334,2020
2402,71,Portugal,215000.0,2002
2403,228,Montenegro,215000.0,2008
2404,134,Malta,215000.0,2000
2408,61,Italy,220000.0,2011
2409,66,Spain,220000.0,2010
2412,129,Netherlands,220000.0,2016
2413,116,Italy,220000.0,2004
2414,103,Croatia (Hrvatska),220000.0,1998
2415,72,France,220000.0,2020
2417,137,Netherlands,220000.0,1997
2418,54,Italy,220000.0,2009
2420,1153,Germany,220000.0,2010
2422,58,Croatia (Hrvatska),225000.0,2004
2423,58,France,225000.0,2016
2425,78,Germany,225000.0,2004
2426,272,Germany,225000.0,2019
2427,82,France,225000.0,2009
2428,59,Italy,225000.0,1987
2429,169,Germany,225000.0,2017
2430,82,Italy,225000.0,2008
2431,82,Croatia (Hrvatska),225000.0,2004
2432,69,Netherlands,225000.0,1995
2435,89,Netherlands,225000.0,2004
2436,62,Italy,225000.0,2009
2437,186,Italy,225000.0,2008
2438,109,Germany,230000.0,2010
2440,81,Italy,230000.0,2008
2441,127,Croatia (Hrvatska),230000.0,2011
2443,103,France,230000.0,2012
2444,53,Croatia (Hrvatska),230000.0,2008
2446,83,Italy,230000.0,2017
2447,115,Italy,230000.0,2006
2448,129,France,230000.0,2016
2449,33,Italy,230000.0,1996
2450,37,Italy,230000.0,2001
2452,158,Croatia (Hrvatska),230000.0,2013
2454,201,Netherlands,238000.0,1996
2455,102,Netherlands,238000.0,2019
2457,250,Germany,238000.0,2019
2459,103,Germany,237700.0,2019
2460,119,Germany,237500.0,2009
2462,200,Switzerland,251705.88235294117,2020
2463,80,France,237000.0,2020
2464,157,Switzerland,250458.82352941175,2019
2467,74,United Kingdom,185301.72413793104,2018
2468,62,United Kingdom,185301.72413793104,2018
2469,230,Switzerland,249803.92156862744,2019
2472,58,Spain,240000.0,2016
2474,245,Poland,240000.0,2020
2475,78,Turkey,240000.0,2009
2476,74,Croatia (Hrvatska),240000.0,2005
2477,410,Germany,240000.0,2014
2478,51,Italy,240000.0,2006
2480,115,Croatia (Hrvatska),239900.0,2008
2481,202,Switzerland,239896.0,2020
2483,95,Germany,239190.0,2020
2485,76,Croatia (Hrvatska),245000.0,2008
2486,136,United Kingdom,245000.0,2008
2490,74,Netherlands,245000.0,2005
2491,103,Greece,245000.0,1989
2492,118,Austria,245000.0,2011
2493,38,Italy,245000.0,2006
2495,84,Austria,245000.0,2020
2496,87,Spain,245000.0,2000
2497,79,Portugal,245000.0,1998
2498,105,Spain,245000.0,2019
2500,59,Spain,245000.0,2009
2502,184,Denmark,249000.0,2007
2503,90,Croatia (Hrvatska),249000.0,2011
2504,67,Netherlands,249000.0,2004
2505,107,Croatia (Hrvatska),249000.0,2008
2508,146,Germany,249000.0,2001
2509,50,France,249000.0,2008
2510,126,Germany,249000.0,1999
2511,210,Germany,249000.0,2019
2512,133,Croatia (Hrvatska),249000.0,2007
2513,90,Croatia (Hrvatska),249000.0,2007
2514,46,France,249000.0,2020
2515,137,Germany,249000.0,2018
2516,35,United Kingdom,198275.86206896554,2003
2517,18,United Kingdom,198232.75862068968,2018
2518,66,Poland,251388.0,2020
2519,54,United Kingdom,197413.7931034483,2006
2520,38,France,251000.0,2011
2521,215,Switzerland,251000.0,2020
2522,70,Italy,250000.0,1996
2523,232,Italy,250000.0,2000
2525,110,Portugal,250000.0,2002
2526,38,Spain,250000.0,2005
2531,117,Italy,250000.0,2018
2535,85,Croatia (Hrvatska),259000.0,2007
2536,59,Italy,259000.0,2017
2537,95,Spain,259000.0,2014
2538,90,France,259000.0,2006
2539,71,Spain,259000.0,2007
2541,57,Germany,259000.0,2018
2544,124,Croatia (Hrvatska),259000.0,2001
2545,107,Denmark,14800000.0,2020
2546,222,Switzerland,258000.0,2019
2547,43,Turkey,265000.0,2008
2550,100,Germany,265000.0,1972
2553,134,Germany,265000.0,2013
2554,379,Germany,265000.0,2017
2555,114,Italy,265000.0,2006
2556,175,Croatia (Hrvatska),265000.0,2007
2557,80,Netherlands,265000.0,2004
2558,413,Switzerland,265000.0,2018
2564,76,Croatia (Hrvatska),269900.0,2006
2565,95,Netherlands,269500.0,2016
2566,198,Croatia (Hrvatska),269500.0,2001
2567,212,Switzerland,269400.0,2019
2568,127,Spain,269000.0,1999
2569,145,Italy,269000.0,2008
2570,48,Netherlands,269000.0,2006
2571,162,Italy,269000.0,2009
2573,60,Croatia (Hrvatska),269000.0,2008
2574,81,Italy,269000.0,2018
2575,229,Belgium,269000.0,1996
2576,97,Netherlands,269000.0,2017
2577,66,France,269000.0,2017
2578,65,Netherlands,269000.0,1999
2579,97,Italy,275000.0,2010
2582,144,France,275000.0,2009
2584,90,Germany,275000.0,2008
2585,93,France,275000.0,2007
2586,75,Germany,275000.0,2017
2587,109,Germany,275000.0,2003
2588,257,Germany,275000.0,2020
2589,78,Croatia (Hrvatska),275000.0,2011
2590,212,Sweden,275000.0,2020
2591,259,Germany,275000.0,2017
2593,197,Austria,275000.0,2007
2594,196,Spain,275000.0,2007
2595,48,United Kingdom,219784.4827586207,2020
2596,603,Switzerland,294117.64705882355,2019
2597,49,France,279500.0,2018
2598,32,Croatia (Hrvatska),279000.0,2007
2601,78,Spain,279000.0,2007
2602,72,Portugal,279000.0,2003
2603,100,France,279000.0,2016
2604,108,Spain,279000.0,2012
2605,111,Spain,279000.0,2004
2606,85,Croatia (Hrvatska),279000.0,2010
2607,68,Croatia (Hrvatska),279000.0,2007
2608,26,Croatia (Hrvatska),279000.0,2007
2609,53,Netherlands,279000.0,2009
2610,47,Spain,279000.0,2005
2613,108,Germany,285000.0,2011
2614,79,Spain,285000.0,2011
2615,24,Spain,285000.0,2002
2618,32,France,285000.0,2013
2620,97,Italy,285000.0,2005
2621,33,Italy,285000.0,2006
2622,159,Italy,285000.0,2018
2625,173,Italy,285000.0,2018
2626,61,Spain,284000.0,2011
2627,76,Croatia (Hrvatska),290000.0,2019
2628,214,Switzerland,290000.0,2009
2629,109,Italy,290000.0,2009
2630,33,France,290000.0,2020
2631,141,Slovenia,290000.0,1997
2635,99,Italy,290000.0,2010
2637,106,France,290000.0,2016
2638,71,France,290000.0,2016
2639,212,Greece,290000.0,2004
2640,78,France,290000.0,2004
2641,66,Monaco,290000.0,2007
2642,96,Italy,290000.0,2010
2643,62,Spain,295000.0,2003
2644,80,Croatia (Hrvatska),295000.0,2005
2645,60,Croatia (Hrvatska),295000.0,2004
2650,40,France,295000.0,2016
2651,117,Belgium,295000.0,2005
2652,110,France,295000.0,2010
2654,32,Italy,295000.0,2009
2655,236,Germany,295000.0,2017
2657,138,Netherlands,295000.0,2007
2658,130,Netherlands,295000.0,2010
2659,37,Spain,299000.0,2008
2660,123,Spain,299000.0,1991
2661,73,Germany,299000.0,2008
2662,156,Croatia (Hrvatska),299000.0,2007
2663,89,Germany,299000.0,1999
2664,60,Spain,299000.0,2003
2665,97,Netherlands,299000.0,1994
2666,149,Spain,299000.0,2012
2667,75,Netherlands,299000.0,2003
2668,26,Croatia (Hrvatska),299000.0,2001
2669,42,Italy,299000.0,2016
2670,135,Spain,299000.0,2002
2672,121,Croatia (Hrvatska),299000.0,2011
2673,78,Malta,299000.0,2016
2674,265,Austria,299000.0,2008
2675,94,France,310000.0,2012
2676,79,Italy,310000.0,2001
2677,96,Croatia (Hrvatska),310000.0,2006
2678,202,Germany,309350.0,2019
2679,101,Denmark,17692307.692307692,2020
2680,86,France,309000.0,2018
2682,100,Cyprus,308000.0,2020
2683,520,Switzerland,325513.7254901961,2021
2685,76,United Kingdom,240517.24137931035,2011
2686,83,Finland,305000.0,2011
2687,80,Italy,305000.0,2011
2688,116,France,305000.0,2012
2689,622,Switzerland,323039.2156862745,2019
2691,125,Italy,319000.0,2008
2692,26,Spain,319000.0,2006
2693,58,Netherlands,319000.0,2009
2695,39,United Kingdom,249956.89655172414,2018
2696,28,United Kingdom,249956.89655172414,2019
2697,145,France,318000.0,2020
2699,29,Germany,317849.0,2020
2702,80,Belgium,316417.0,2016
2703,177,Switzerland,315665.0,2020
2704,34,France,326000.0,2020
2705,384,Switzerland,325000.0,2019
2706,56,Netherlands,325000.0,2015
2707,132,Netherlands,325000.0,2001
2709,45,Spain,325000.0,2005
2712,68,Croatia (Hrvatska),325000.0,2012
2714,54,Spain,325000.0,2002
2715,150,Italy,325000.0,1997
2716,44,France,325000.0,2007
2720,71,Denmark,19247600.0,2020
2721,147,Denmark,19230769.230769232,2004
2724,129,Portugal,335000.0,2009
2726,125,Portugal,335000.0,2007
2728,41,Italy,335000.0,2007
2730,63,France,335000.0,2019
2733,36,Germany,331296.0,2020
2735,120,Croatia (Hrvatska),330000.0,2006
2737,65,France,348000.0,2020
2741,69,Croatia (Hrvatska),345000.0,2006
2742,43,Italy,345000.0,2008
2743,69,Greece,345000.0,2003
2744,84,Spain,345000.0,1997
2746,44,Italy,345000.0,2001
2747,49,Cyprus,345000.0,2008
2748,149,Italy,345000.0,1997
2751,162,Switzerland,340500.0,2020
2752,28,France,350000.0,2020
2754,70,Croatia (Hrvatska),350000.0,2015
2759,62,Italy,350000.0,1997
2760,42,Italy,350000.0,2001
2763,118,Spain,350000.0,1995
2764,123,Italy,350000.0,2007
2765,276,Germany,350000.0,2018
2766,67,Spain,350000.0,2005
2767,35,Croatia (Hrvatska),349900.0,2008
2769,85,France,360000.0,2017
2771,97,Italy,360000.0,1976
2773,47,Croatia (Hrvatska),359900.0,2004
2774,65,Spain,282758.6206896552,2008
2777,56,Croatia (Hrvatska),359000.0,2013
2778,104,Croatia (Hrvatska),359000.0,2016
2779,80,Denmark,359000.0,2005
2780,54,France,359000.0,2020
2781,36,Germany,359000.0,2020
2783,204,Germany,374500.0,2018
2786,146,Austria,373350.0,2020
2787,29,Germany,372900.0,2020
2788,50,Portugal,292241.37931034487,2013
2792,47,Croatia (Hrvatska),370000.0,2003
2795,90,Greece,370000.0,2009
2797,114,Italy,370000.0,2007
2798,59,Netherlands,385000.0,2008
2799,71,Spain,385000.0,2020
2801,68,Germany,380741.0,2020
2802,122,Italy,380000.0,2020
2804,71,Italy,380000.0,2004
2805,38,Italy,380000.0,1996
2806,93,Germany,380000.0,1990
2807,160,Germany,380000.0,2007
2808,61,Croatia (Hrvatska),380000.0,2003
2810,113,Italy,380000.0,2009
2811,91,Netherlands,380000.0,2008
2813,50,Italy,307758.6206896552,2007
2814,316,Germany,390930.0,2021
2817,102,Spain,390000.0,2010
2822,58,Spain,390000.0,2007
2823,72,Croatia (Hrvatska),390000.0,2000
2824,59,Italy,390000.0,2008
2825,70,Italy,390000.0,2003
2826,198,Switzerland,413186.2745098039,2019
2828,425,Switzerland,389500.0,2020
2829,153,Croatia (Hrvatska),399000.0,2008
2830,188,Croatia (Hrvatska),399000.0,1997
2831,81,Croatia (Hrvatska),399000.0,2007
2833,35,Croatia (Hrvatska),399000.0,2008
2835,61,France,399000.0,2012
2836,95,Slovenia,399000.0,2006
2837,70,Croatia (Hrvatska),399000.0,2005
2838,84,Slovenia,399000.0,2006
2839,70,Netherlands,399000.0,2017
2840,221,Netherlands,399000.0,2017
2841,122,Croatia (Hrvatska),399000.0,2017
2842,72,Sweden,399000.0,2020
2844,87,France,399000.0,2014
2845,42,Greece,415000.0,2000
2846,41,Croatia (Hrvatska),415000.0,2011
2847,29,France,415000.0,2017
2848,87,France,415000.0,2018
2849,67,Netherlands,415000.0,2011
2852,127,United Kingdom,323275.86206896557,2019
2853,58,Italy,410000.0,2007
2854,267,Sweden,410000.0,2020
2855,122,France,410000.0,2005
2858,67,France,409000.0,2016
2859,54,France,409000.0,2016
2860,52,Italy,430000.0,2008
2862,74,Croatia (Hrvatska),430000.0,2008
2863,279,Germany,430000.0,2020
2864,301,Germany,430000.0,2017
2865,209,Switzerland,429111.0,2021
2866,88,Spain,429000.0,2018
2867,105,Croatia (Hrvatska),429000.0,2016
2868,74,Spain,429000.0,2015
2869,100,Spain,429000.0,2015
2870,53,Spain,429000.0,2015
2871,325,Germany,429000.0,2019
2872,78,Italy,429000.0,2007
2873,71,France,429000.0,2014
2874,73,Croatia (Hrvatska),429000.0,2005
2876,95,France,449000.0,2014
2878,72,Italy,448000.0,2007
2879,80,France,446760.0,2020
2880,68,France,446760.0,2020
2882,77,Italy,445000.0,2007
2883,77,Croatia (Hrvatska),445000.0,2005
2886,83,France,445000.0,2007
2887,98,Croatia (Hrvatska),445000.0,2008
2889,422,Switzerland,470588.23529411765,2008
2890,154,Denmark,25376923.076923076,2020
2891,53,France,441666.0,2015
2892,271,Switzerland,485294.1176470588,2019
2893,70,Germany,457198.0,2020
2894,44,Germany,457198.0,2020
2896,50,France,456796.0,2020
2897,30,Turkey,455000.0,2009
2900,136,Netherlands,453000.0,2017
2903,36,Netherlands,450000.0,1990
2904,52,Italy,450000.0,1997
2907,81,Croatia (Hrvatska),475000.0,2002
2908,107,Netherlands,475000.0,2009
2909,87,France,475000.0,2006
2910,139,Netherlands,475000.0,2009
2911,183,Spain,475000.0,2002
2913,34,Croatia (Hrvatska),475000.0,2006
2915,126,France,475000.0,2017
2916,128,Netherlands,475000.0,2015
2917,228,Italy,473304.0,2020
2918,110,Spain,473000.0,2013
2919,140,Germany,473000.0,2020
2922,45,Croatia (Hrvatska),490000.0,2008
2924,103,Spain,490000.0,2005
2925,179,Spain,490000.0,2001
2927,84,Croatia (Hrvatska),490000.0,2001
2928,58,France,490000.0,2014
2929,169,France,490000.0,2014
2930,75,Italy,490000.0,2009
2931,56,France,490000.0,2014
2934,153,United Kingdom,489900.0,2011
2936,62,France,392241.37931034487,2007
2937,154,Spain,392241.37931034487,2012
2938,39,Croatia (Hrvatska),499000.0,2006
2939,96,Croatia (Hrvatska),499000.0,2014
2940,86,Croatia (Hrvatska),499000.0,2008
2942,43,Croatia (Hrvatska),499000.0,2006
2943,37,Croatia (Hrvatska),499000.0,2008
2944,49,France,499000.0,2015
2945,93,Italy,499000.0,2007
2946,100,France,499000.0,2006
2948,34,France,499000.0,2020
2949,76,Croatia (Hrvatska),499000.0,2008
2950,62,Croatia (Hrvatska),499000.0,2015
2952,55,Germany,535441.0,2020
2953,80,Italy,535000.0,2004
2954,95,Netherlands,535000.0,2010
2955,82,France,535000.0,2016
2956,144,Croatia (Hrvatska),534000.0,2008
2957,30,Croatia (Hrvatska),530000.0,1999
2958,52,Germany,530000.0,2002
2959,72,Spain,530000.0,2001
2960,48,Italy,530000.0,2011
2961,59,Italy,530000.0,2017
2962,81,Germany,529000.0,2020
2964,79,Netherlands,529000.0,2018
2966,60,Portugal,412931.03448275867,2013
2967,106,Italy,550000.0,2006
2968,156,Croatia (Hrvatska),550000.0,2013
2969,36,Spain,550000.0,2007
2971,52,France,550000.0,2018
2973,99,Croatia (Hrvatska),550000.0,2013
2974,32,Italy,550000.0,2000
2975,124,Portugal,550000.0,2006
2977,63,France,550000.0,2004
2978,89,France,550000.0,2008
2980,46,Montenegro,550000.0,2013
2981,464,Russian Federation,550000.0,2021
2982,81,Egypt,550000.0,2014
2983,417,Switzerland,578600.0,2020
2985,214,Austria,576384.0,2020
2986,122,Spain,575000.0,2000
2989,134,France,573936.0,2019
2990,429,Germany,572200.0,2020
2991,63,United Kingdom,448232.7586206897,2012
2993,27,Croatia (Hrvatska),570000.0,2009
2995,58,Greece,570000.0,2008
2996,137,Italy,570000.0,2003
2997,131,France,570000.0,2011
2998,56,Spain,595000.0,2007
2999,117,Spain,595000.0,2008
3000,106,France,595000.0,2018
3001,53,Greece,595000.0,2007
3002,64,Greece,595000.0,2006
3004,52,France,595000.0,2017
3005,102,France,595000.0,2017
3008,122,Spain,594000.0,2006
3010,127,Spain,590000.0,2008
3012,72,France,590000.0,2006
3013,34,Malta,625000.0,2007
3015,236,Sweden,625000.0,2020
3017,55,Italy,35384615.384615384,2010
3018,74,United Kingdom,484786.20689655177,2018
3020,51,France,615000.0,2019
3021,149,Denmark,35177884.615384616,2020
3022,74,United Kingdom,482758.6206896552,2014
3024,41,Italy,610000.0,2008
3025,45,Italy,610000.0,2007
3027,41,United Kingdom,474094.82758620696,2016
3028,102,France,600240.0,2020
3030,44,Netherlands,650000.0,1996
3032,22,Italy,650000.0,2003
3033,106,France,650000.0,2017
3034,50,Croatia (Hrvatska),650000.0,2008
3037,54,Croatia (Hrvatska),650000.0,2011
3040,45,France,650000.0,2003
3041,88,Netherlands,649500.0,2005
3043,156,Netherlands,649000.0,2006
3044,224,Switzerland,735294.1176470588,1983
3047,89,Croatia (Hrvatska),690000.0,2010
3048,49,Spain,690000.0,2006
3050,78,Italy,690000.0,2008
3051,73,Spain,690000.0,2013
3054,108,France,690000.0,2010
3055,82,Greece,690000.0,1998
3056,161,Croatia (Hrvatska),689000.0,2020
3057,35,France,686000.0,2017
3058,97,France,538793.103448276,2017
3059,40,Croatia (Hrvatska),534482.7586206897,2006
3060,47,Croatia (Hrvatska),748000.0,2009
3061,123,Spain,745000.0,2016
3062,122,Netherlands,745000.0,2008
3064,127,Denmark,42338946.15384615,2020
3065,185,Croatia (Hrvatska),735000.0,2007
3066,84,France,730000.0,2012
3067,67,Italy,730000.0,2007
3068,107,Spain,730000.0,2017
3070,200,Switzerland,729000.0,2020
3071,276,Spain,729000.0,2018
3072,109,Spain,725000.0,2015
3073,78,Spain,725000.0,2016
3075,58,Denmark,41235576.92307692,2020
3076,73,Netherlands,790000.0,2009
3077,231,Greece,790000.0,2008
3078,73,Germany,789000.0,2020
3079,59,Spain,785000.0,2007
3080,104,Austria,780840.0,2020
3081,75,Slovenia,780000.0,2014
3084,402,Austria,780000.0,2014
3085,130,Spain,779000.0,2015
3086,554,Switzerland,776179.0,2020
3087,69,Greece,775000.0,2010
3088,87,France,775000.0,2006
3089,149,United Kingdom,607758.6206896552,2020
3090,118,Austria,772000.0,2020
3092,81,Turkey,835000.0,2006
3094,56,Italy,830000.0,2007
3096,76,Italy,830000.0,2016
3097,75,Croatia (Hrvatska),829000.0,2010
3099,139,Germany,825000.0,2008
3100,68,Turkey,646551.7241379311,2007
3101,104,Spain,646508.6206896552,2017
3102,114,United Kingdom,646120.6896551724,2005
3104,76,Greece,820000.0,2017
3106,72,France,814200.0,2020
3110,182,Croatia (Hrvatska),688793.103448276,2008
3113,81,Germany,874306.0,2017
3114,83,Spain,685344.827586207,2000
3115,36,Croatia (Hrvatska),870000.0,2004
3117,45,Croatia (Hrvatska),870000.0,2009
3118,69,Greece,870000.0,2008
3119,86,Greece,869000.0,2006
3120,96,France,868000.0,2019
3121,35,Turkey,681034.4827586208,2008
3122,103,France,865000.0,2015
3124,57,Spain,930000.0,2015
3125,108,Netherlands,925105.0,2020
3126,32,France,920000.0,2017
3128,63,Netherlands,906100.0,2020
3129,46,Jersey,711206.8965517242,2019
3130,101,Italy,900000.0,2008
3131,56,Italy,900000.0,2011
3133,50,Italy,900000.0,2008
3136,743,France,900000.0,1991
3138,46,Croatia (Hrvatska),899000.0,2018
3139,78,Spain,895000.0,2014
3140,98,Croatia (Hrvatska),990000.0,2011
3141,36,Malta,990000.0,2010
3144,132,Croatia (Hrvatska),989900.0,1992
3146,292,Netherlands,1039215.6862745098,2020
3148,94,United Kingdom,775775.8620689656,2017
3149,73,France,984000.0,2020
3150,156,Italy,983424.0,2019
3153,39,Italy,980000.0,2005
3154,82,Turkey,980000.0,2013
3156,58,Malta,1050000.0,2016
3157,59,Croatia (Hrvatska),1050000.0,2012
3159,32,United Kingdom,818965.5172413794,2020
3160,49,Spain,818103.4482758621,2016
3161,133,Italy,1040000.0,2006
3164,66,Netherlands,1027774.0,2018
3166,52,Turkey,1020000.0,2010
3167,869,Croatia (Hrvatska),1020000.0,2016
3169,78,Italy,797413.7931034483,2016
3170,58,France,797413.7931034483,2012
3171,83,Spain,1150000.0,2013
3172,166,Switzerland,1150000.0,2018
3173,73,Netherlands,1150000.0,2009
3174,85,Italy,1150000.0,2010
3175,92,Montenegro,1150000.0,2014
3177,93,Netherlands,1150000.0,2019
