,Views_7_days,Country,Price_EUR,Year_Built
4657,82,Italy,232758.6206896552,2006
4659,72,Spain,295250.0,1998
4661,210,Netherlands,295000.0,2000
4662,76,Netherlands,295000.0,1995
4664,43,Netherlands,295000.0,2007
4667,143,Poland,295000.0,2011
4668,57,Germany,295000.0,2003
4669,65,Germany,295000.0,2007
4670,120,Malta,295000.0,2003
4671,80,Spain,295000.0,2001
4672,41,Spain,295000.0,2007
4673,206,Slovenia,295000.0,2018
4674,314,Italy,295000.0,1999
4675,121,Netherlands,295000.0,2008
4676,160,Netherlands,295000.0,2008
4677,130,Greece,294900.0,2009
4680,75,France,294000.0,2018
4681,31,Spain,292000.0,2012
4683,162,Ostsee,292000.0,2002
4685,95,Germany,291500.0,2020
4686,508,Switzerland,308823.5294117647,2017
4687,248,Germany,291150.0,2020
4688,103,United Kingdom,228405.17241379313,2009
4689,67,United Kingdom,228405.17241379313,2009
4690,230,Switzerland,307745.09803921566,2020
4691,63,Italy,290000.0,2003
4693,42,Italy,290000.0,2014
4695,34,Croatia (Hrvatska),290000.0,2006
4696,89,Croatia (Hrvatska),290000.0,2012
4697,113,Portugal,290000.0,2017
4698,90,Croatia (Hrvatska),290000.0,2007
4701,45,Italy,290000.0,1996
4702,50,Italy,290000.0,2002
4703,74,Croatia (Hrvatska),289999.0,2002
4705,132,Spain,289500.0,2013
4707,249,Switzerland,306409.8039215686,2020
4708,237,Greece,289000.0,2007
4710,95,Croatia (Hrvatska),289000.0,2007
4715,33,France,289000.0,2012
4716,66,Italy,289000.0,2005
4718,29,Croatia (Hrvatska),289000.0,2004
4719,193,Austria,289000.0,2004
4720,53,Germany,288500.0,2020
4724,145,Germany,286800.0,2020
4725,45,Denmark,16384615.384615384,2014
4726,370,Switzerland,285450.0,2020
4727,96,France,224137.93103448278,2011
4732,144,Spain,285000.0,2013
4733,46,France,284000.0,2018
4735,62,Denmark,16153846.153846154,2006
4736,96,Germany,282000.0,2001
4737,47,United Kingdom,221508.6206896552,2011
4740,57,Croatia (Hrvatska),280000.0,2009
4741,236,Switzerland,280000.0,2016
4743,66,Croatia (Hrvatska),280000.0,2005
4745,231,Spain,280000.0,2006
4747,46,France,280000.0,2016
4748,23,Croatia (Hrvatska),280000.0,2003
4749,95,Italy,280000.0,2008
4753,79,Malta,280000.0,2010
4754,102,Malta,280000.0,2010
4756,184,France,280000.0,1996
4757,312,Germany,280000.0,1998
4758,241,Latvia,280000.0,2001
4760,359,Mallorca,280000.0,2014
4761,106,Germany,279900.0,2020
4762,55,France,279000.0,2019
4763,169,Germany,279000.0,2007
4764,44,France,279000.0,2011
4765,31,France,279000.0,2020
4766,67,Croatia (Hrvatska),279000.0,2006
4767,58,Croatia (Hrvatska),279000.0,2009
4768,128,Germany,279000.0,2016
4769,118,Germany,279000.0,2004
4770,309,Switzerland,278789.0,2020
4772,227,Italy,278000.0,2020
4774,71,Croatia (Hrvatska),278000.0,2018
4775,525,Switzerland,294117.64705882355,2002
4776,75,Switzerland,294019.60784313723,2017
4777,51,France,277000.0,2018
4778,67,Spain,277000.0,2008
4780,132,Germany,276200.0,2020
4781,250,Switzerland,292156.862745098,2020
4782,252,Switzerland,275445.0,2020
4783,44,Italy,275000.0,2003
4784,153,Croatia (Hrvatska),275000.0,2008
4785,105,Germany,275000.0,2010
4787,73,Finland,275000.0,1995
4788,44,France,275000.0,2019
4789,62,Spain,275000.0,2005
4790,81,France,275000.0,2011
4792,49,Spain,275000.0,2012
4793,53,Netherlands,275000.0,2005
4794,159,Poland,274999.0,2019
4795,74,Italy,274900.0,2011
4797,132,Germany,274900.0,2019
4798,119,Sweden,215474.1379310345,2007
4799,70,United Kingdom,215512.93103448278,1995
4800,78,United Kingdom,215474.1379310345,2019
4801,178,Switzerland,274000.0,2020
4802,245,Switzerland,289215.6862745098,1910
4803,408,Switzerland,289215.6862745098,2003
4804,1107,Switzerland,289215.6862745098,2006
4805,220,Switzerland,272000.0,2020
4807,183,Switzerland,287745.09803921566,2020
4808,578,France,284313.7254901961,1967
4809,124,Croatia (Hrvatska),270000.0,1969
4810,65,Italy,270000.0,1991
4812,102,Croatia (Hrvatska),270000.0,2010
4814,42,Spain,270000.0,2008
4815,64,Italy,270000.0,2009
4816,54,Croatia (Hrvatska),270000.0,2010
4818,70,Croatia (Hrvatska),270000.0,2018
4821,116,Italy,270000.0,2005
4822,115,Italy,270000.0,2002
4823,119,Italy,270000.0,2005
4824,84,Austria,269900.0,2007
4825,185,Netherlands,269000.0,2003
4826,54,Italy,269000.0,2014
4827,126,Italy,269000.0,2014
4828,99,Italy,269000.0,2014
4829,171,Italy,269000.0,2014
4830,408,Germany,269000.0,2012
4831,100,United Kingdom,211206.89655172414,2001
4832,48,Portugal,211206.89655172414,2009
4836,243,Switzerland,268000.0,2019
4838,285,Switzerland,282352.9411764706,2018
4839,45,Germany,265727.0,2020
4841,156,Switzerland,265000.0,2021
4842,174,Belgium,265000.0,1966
4843,95,Germany,265000.0,2011
4844,236,Italy,265000.0,2017
4846,97,Spain,265000.0,2011
4847,64,Greece,265000.0,2009
4848,68,Estonia,265000.0,2017
4850,74,Italy,265000.0,2006
4851,116,Italy,265000.0,2002
4852,41,Spain,265000.0,2017
4853,54,France,265000.0,2011
4854,690,Switzerland,279411.76470588235,2019
4855,247,Switzerland,279411.76470588235,2009
4856,95,United Kingdom,206853.4482758621,2008
4857,103,France,263000.0,2018
4858,212,Switzerland,274509.8039215686,2003
4860,38,Croatia (Hrvatska),260000.0,2008
4862,39,Croatia (Hrvatska),260000.0,2009
4866,82,Turkey,260000.0,2012
4869,54,Croatia (Hrvatska),260000.0,2006
4870,48,Italy,260000.0,2012
4871,62,Italy,260000.0,2005
4873,177,Croatia (Hrvatska),260000.0,2007
4874,122,Spain,260000.0,2007
4875,178,Germany,260000.0,2015
4876,130,France,260000.0,2013
4880,107,Netherlands,259500.0,2011
4881,53,Netherlands,259000.0,2008
4882,63,Spain,259000.0,2001
4885,63,Croatia (Hrvatska),258000.0,2010
4889,267,Switzerland,272549.01960784313,2014
4891,104,Croatia (Hrvatska),256800.0,2020
4892,58,Italy,256000.0,2020
4893,63,France,256000.0,2010
4896,61,Croatia (Hrvatska),255000.0,2005
4897,116,Croatia (Hrvatska),255000.0,2011
4898,42,Netherlands,255000.0,2000
4900,72,Germany,255000.0,1994
4902,44,France,255000.0,2018
4903,88,Croatia (Hrvatska),255000.0,2006
4905,96,France,255000.0,2019
4906,75,Germany,254900.0,2019
4908,388,Switzerland,269607.8431372549,2017
4910,434,Germany,254000.0,2005
4911,75,Spain,253370.0,2020
4912,68,France,253000.0,2011
4913,54,France,252800.0,2020
4914,81,Croatia (Hrvatska),250000.0,2005
4915,242,Italy,250000.0,2007
4916,82,Italy,250000.0,2006
4919,88,Italy,250000.0,2001
4920,60,France,250000.0,2015
4921,42,Turkey,250000.0,2007
4923,39,Italy,250000.0,2000
4924,127,Italy,250000.0,2006
4925,87,Italy,250000.0,2008
4926,158,Italy,250000.0,2000
4929,77,Italy,250000.0,2009
4933,81,Germany,249900.0,2018
4934,160,Spain,249900.0,1995
4936,164,Spain,249900.0,2019
4937,66,Greece,249900.0,2004
4938,106,Germany,249841.0,2020
4940,340,Switzerland,264705.88235294115,2016
4941,64,Netherlands,249500.0,2005
4945,162,Germany,249000.0,1998
4947,172,Finland,249000.0,2017
4948,44,France,249000.0,2020
4950,32,France,249000.0,2020
4951,110,Netherlands,249000.0,2002
4953,258,Germany,249000.0,2017
4954,57,France,249000.0,2019
4955,115,France,249000.0,2003
4956,71,France,249000.0,2020
4958,173,Germany,248800.0,2020
4959,191,Switzerland,248700.0,2021
4960,48,Denmark,14230769.23076923,2013
4961,350,Italy,248000.0,2012
4964,125,Belgium,248000.0,2018
4965,104,Switzerland,247820.0,2020
4967,217,France,247000.0,2016
4970,65,Italy,245000.0,2011
4971,183,Germany,245000.0,2011
4974,157,Spain,245000.0,2007
4975,234,Spain,245000.0,2009
4976,142,Finland,245000.0,2003
4977,118,Netherlands,244000.0,2019
4979,41,Germany,243000.0,2020
4980,68,Germany,242750.0,2019
4983,138,Italy,242000.0,2020
4984,24,France,242000.0,2005
4986,164,Switzerland,255695.0980392157,2019
4988,231,Switzerland,254901.96078431373,1975
4989,279,Switzerland,254901.96078431373,2000
4990,344,Switzerland,254901.96078431373,2016
4991,78,United Kingdom,188793.10344827588,2006
4992,117,United Kingdom,188750.0,2010
4994,88,Germany,240023.0,2020
4996,42,Portugal,240000.0,2004
4997,136,Italy,240000.0,2010
4999,123,Greece,240000.0,2012
5000,89,Italy,240000.0,2006
5003,60,France,239000.0,2015
5004,346,Germany,239000.0,2015
5005,122,Croatia (Hrvatska),239000.0,2004
5006,51,Croatia (Hrvatska),239000.0,2005
5007,60,Italy,239000.0,2006
5008,39,Netherlands,239000.0,2001
5009,62,Netherlands,239000.0,1999
5011,77,Spain,239000.0,2019
5012,54,France,239000.0,2020
5013,71,Croatia (Hrvatska),239000.0,2008
5014,26,France,239000.0,2020
5015,99,Germany,239000.0,2014
5016,147,Croatia (Hrvatska),239000.0,2011
5018,219,Spain,239000.0,2008
5021,120,Croatia (Hrvatska),239000.0,2011
5024,119,Germany,238900.0,2020
5025,319,Switzerland,238360.0,2021
5029,69,France,238000.0,2016
5030,87,Poland,235000.0,2016
5031,124,Portugal,235000.0,2005
5032,98,Italy,235000.0,2003
5034,55,Turkey,235000.0,2019
5036,58,Italy,235000.0,2009
5040,89,Croatia (Hrvatska),235000.0,2014
5041,71,France,235000.0,2018
5043,101,Germany,235000.0,2017
5045,145,Italy,235000.0,2006
5048,185,Germany,235000.0,2017
5049,482,Croatia (Hrvatska),235000.0,2017
5050,397,Greetsile/ Krummhörn,235000.0,2018
5051,117,Greece,234900.0,2002
5052,157,France,234800.0,2009
5053,72,Denmark,13349092.307692308,2020
5056,83,Croatia (Hrvatska),232000.0,2007
5058,261,Switzerland,245098.03921568627,2017
5060,171,Switzerland,244117.64705882352,2015
5061,100,Croatia (Hrvatska),229900.0,2005
5062,124,Greece,229900.0,2002
5064,96,Germany,229500.0,2019
5065,123,Greece,229000.0,2007
5066,37,Italy,229000.0,2008
5067,110,Netherlands,229000.0,2012
5068,54,Netherlands,229000.0,2003
5070,34,Croatia (Hrvatska),229000.0,2007
5071,111,Croatia (Hrvatska),229000.0,2007
5072,78,France,229000.0,2006
5073,50,Croatia (Hrvatska),229000.0,2009
5074,45,France,229000.0,2017
5075,96,Croatia (Hrvatska),229000.0,2015
5076,171,Italy,229000.0,2002
5077,186,Germany,229000.0,2016
5078,123,Netherlands,229000.0,2000
5080,69,Netherlands,229000.0,2007
5081,620,Switzerland,228975.0,2019
5083,173,Italy,228000.0,2009
5084,113,Denmark,13038461.538461538,2007
5085,290,Switzerland,241176.4705882353,2017
5086,212,Netherlands,227500.0,2016
5089,73,Denmark,12923076.923076922,2002
5091,75,Italy,225000.0,2000
5093,44,Austria,225000.0,2017
5095,524,France,225000.0,1999
5096,471,Sweden,225000.0,1998
5097,127,Croatia (Hrvatska),225000.0,2007
5098,46,France,224916.0,2016
5101,34,France,224391.0,2020
5102,108,Spain,224200.0,1998
5103,295,Switzerland,224000.0,2017
5104,71,Germany,223129.0,2019
5107,50,Denmark,12750000.0,2011
5111,280,Switzerland,233382.35294117648,2019
5112,44,Italy,220000.0,2004
5113,47,Portugal,220000.0,1996
5114,199,Italy,220000.0,1980
5117,109,Turkey,220000.0,2003
5119,76,France,220000.0,2017
5120,52,Italy,220000.0,2011
5121,105,Italy,220000.0,2008
5122,134,Croatia (Hrvatska),220000.0,2012
5123,177,Spain,219900.0,2004
5124,106,Spain,172412.93103448278,2001
5125,239,Spain,172405.1724137931,2001
5126,61,Netherlands,219500.0,2009
5127,74,Netherlands,219500.0,2006
5129,97,Netherlands,219500.0,2009
5131,95,Netherlands,219500.0,2010
5132,136,Croatia (Hrvatska),219000.0,2003
5133,185,Croatia (Hrvatska),219000.0,2002
5134,132,Italy,219000.0,2020
5140,143,Spain,219000.0,2009
5141,56,France,219000.0,2020
5142,30,Netherlands,219000.0,2005
5144,161,Germany,219000.0,2001
5145,172,Germany,219000.0,2001
5146,73,Netherlands,219000.0,2001
5147,61,Italy,219000.0,2009
5148,134,Germany,219000.0,2001
5149,363,Germany,219000.0,2020
5151,76,Netherlands,219000.0,2018
5155,37,Italy,215000.0,2006
5156,174,Spain,215000.0,2009
5158,55,Italy,215000.0,2003
5159,20,France,215000.0,2019
5160,216,Germany,215000.0,2019
5161,19,Italy,215000.0,2001
5162,34,France,215000.0,2008
5163,106,Italy,215000.0,2020
5165,42,France,215000.0,2016
5166,71,Spain,215000.0,2006
5167,56,Italy,215000.0,1995
5168,64,Portugal,215000.0,2006
5169,121,France,215000.0,2018
5170,138,Germany,215000.0,2001
5171,140,France,215000.0,2019
5172,63,Italy,215000.0,2005
5173,43,France,214900.0,2020
5175,262,Denmark,12269230.769230768,2008
5176,275,Switzerland,225392.1568627451,2010
5178,55,Croatia (Hrvatska),214000.0,2001
5179,84,Belgium,214000.0,2017
5180,152,Netherlands,214000.0,2001
5181,87,Germany,213900.0,2020
5182,74,United Kingdom,168103.4482758621,2006
5183,56,France,213600.0,2020
5184,65,Croatia (Hrvatska),213000.0,2007
5185,66,Croatia (Hrvatska),213000.0,2007
5186,253,Netherlands,210000.0,2007
5187,89,Spain,210000.0,2017
5189,85,Portugal,210000.0,2004
5190,30,Italy,210000.0,2011
5191,62,Croatia (Hrvatska),210000.0,2003
5192,61,Germany,210000.0,2009
5193,78,Greece,210000.0,2010
5195,59,France,210000.0,2016
5196,65,France,210000.0,2019
5197,62,United States,210000.0,2018
5198,91,France,210000.0,2002
5200,90,Spain,210000.0,2015
5202,36,Italy,210000.0,2008
5203,101,Italy,210000.0,2011
5204,138,Portugal,210000.0,2005
5207,180,Germany,210000.0,2020
5209,64,France,210000.0,2016
5211,121,Germany,209900.0,2020
5212,141,Croatia (Hrvatska),209900.0,2017
5215,64,Netherlands,209000.0,2001
5216,1700,Germany,209000.0,2019
5217,107,Portugal,205000.0,1996
5220,99,Germany,205000.0,2004
5221,119,Spain,205000.0,2020
5225,65,Germany,203900.0,2020
5226,62,Spain,203431.0,2020
5227,134,Switzerland,215588.23529411765,2008
5228,170,Switzerland,215196.07843137253,2018
5230,135,Switzerland,200516.0,2020
5234,102,France,200000.0,2004
5236,81,Italy,200000.0,2007
5238,46,Italy,200000.0,2006
5239,25,Italy,200000.0,2010
5241,35,Italy,200000.0,2007
5242,67,France,200000.0,2009
5243,86,Spain,200000.0,1999
5244,46,Italy,200000.0,2005
5245,73,Italy,200000.0,2017
5246,190,Lithuania,200000.0,2019
5247,87,Croatia (Hrvatska),200000.0,2007
5249,68,Croatia (Hrvatska),199900.0,2018
5250,207,Switzerland,199900.0,2020
5251,111,France,199900.0,2004
5252,82,Netherlands,199900.0,2007
5255,254,Croatia (Hrvatska),199500.0,2003
5260,87,Italy,199000.0,1997
5261,141,Croatia (Hrvatska),199000.0,2003
5263,167,Croatia (Hrvatska),199000.0,2006
5264,72,Netherlands,199000.0,2009
5265,73,Germany,199000.0,2019
5266,36,Croatia (Hrvatska),199000.0,2006
5267,122,Austria,199000.0,2013
5268,131,Spain,199000.0,2016
5271,240,Germany,199000.0,1997
5273,132,Netherlands,199000.0,2005
5275,119,Spain,199000.0,2010
5276,55,Spain,199000.0,2009
5277,146,Croatia (Hrvatska),199000.0,2004
5278,115,France,199000.0,2011
5279,101,Spain,199000.0,2006
5280,111,Germany,199000.0,2015
5281,110,Germany,199000.0,2008
5282,75,Netherlands,199000.0,2002
5284,36,Croatia (Hrvatska),199000.0,2019
5285,163,Germany,199000.0,2012
5286,137,Greece,199000.0,2015
5287,152,Spain,199000.0,1993
5288,104,Denmark,199000.0,2003
5289,75,France,199000.0,2009
5290,113,France,199000.0,2010
5291,139,Germany,199000.0,2015
5293,107,Italy,199000.0,1996
5295,69,Spain,198863.0,2019
5297,206,Switzerland,198500.0,2020
5298,161,Switzerland,198500.0,2020
5299,44,Netherlands,198000.0,2004
5300,113,Germany,198000.0,2008
5301,175,Netherlands,198000.0,2009
5302,206,Switzerland,198000.0,2020
5303,45,Italy,198000.0,2008
5304,148,Germany,198000.0,2011
5305,161,Spain,198000.0,2005
5307,140,Croatia (Hrvatska),198000.0,2004
5308,158,Netherlands,198000.0,1991
5309,123,Germany,198000.0,2016
5312,307,Switzerland,206862.74509803922,2021
5315,134,Croatia (Hrvatska),195000.0,2008
5316,189,Italy,195000.0,1986
5320,108,Italy,195000.0,2004
5321,144,Spain,195000.0,2008
5322,87,Netherlands,195000.0,2002
5323,104,Italy,195000.0,2009
5324,82,Portugal,195000.0,2005
5325,129,France,195000.0,2014
5326,80,Croatia (Hrvatska),195000.0,1997
5327,103,Croatia (Hrvatska),195000.0,2008
5328,106,Spain,195000.0,2011
5329,54,Italy,195000.0,2006
5330,251,Spain,195000.0,2008
5331,88,France,195000.0,2008
5333,41,Croatia (Hrvatska),195000.0,2005
5334,30,France,195000.0,2020
5335,125,Germany,195000.0,1967
5336,54,Croatia (Hrvatska),195000.0,2003
5337,79,France,195000.0,2007
5338,110,Malta,195000.0,2003
5340,126,Finland,195000.0,2020
5341,98,Netherlands,195000.0,2008
5343,334,Germany,195000.0,2011
5346,123,Germany,193000.0,2020
5347,97,France,192570.0,2020
5350,187,Switzerland,200000.0,2002
5351,260,Switzerland,200000.0,2019
5352,136,Croatia (Hrvatska),190000.0,2006
5354,55,Spain,190000.0,1978
5355,188,Belgium,190000.0,1994
5358,73,Slovenia,190000.0,2006
5359,120,Italy,190000.0,2005
5360,50,Spain,190000.0,2006
5361,34,Italy,190000.0,2006
5362,237,Germany,190000.0,2019
5363,41,Spain,190000.0,2007
5364,53,France,190000.0,2007
5365,58,France,190000.0,2009
5366,230,Germany,190000.0,2020
5367,199,Germany,190000.0,2020
5370,81,Italy,190000.0,2008
5371,58,Italy,190000.0,2002
5372,51,France,190000.0,2008
5373,60,France,190000.0,2008
5374,58,Italy,189900.0,2002
5375,56,Germany,189900.0,2020
5376,68,France,189000.0,2009
5377,32,France,189000.0,2010
5378,44,Italy,189000.0,2007
5379,96,France,189000.0,2010
5380,69,Germany,189000.0,2018
5381,87,Spain,189000.0,2018
5382,65,Netherlands,189000.0,2004
5383,115,Spain,189000.0,2015
5384,111,Netherlands,189000.0,2006
5385,93,Spain,189000.0,2018
5386,149,Netherlands,189000.0,2003
5388,84,Netherlands,189000.0,2008
5389,101,France,189000.0,2014
5390,140,Spain,189000.0,2014
5391,121,Spain,189000.0,2014
5393,122,Germany,189000.0,1989
5394,67,Spain,189000.0,2018
5395,114,Spain,189000.0,2014
5397,141,Switzerland,200000.0,2020
5400,99,Netherlands,188000.0,2000
5401,93,France,188000.0,2016
5402,110,Belgium,188000.0,1973
5404,90,Netherlands,187500.0,2001
5405,155,Croatia (Hrvatska),185000.0,2005
5406,69,Croatia (Hrvatska),185000.0,2009
5408,83,Spain,185000.0,1999
5409,69,France,185000.0,2016
5410,56,France,185000.0,2009
5412,92,Italy,185000.0,2002
5413,88,Netherlands,185000.0,2011
5414,158,Germany,185000.0,1999
5415,150,France,185000.0,2015
5417,85,Spain,184900.0,2008
5419,324,Switzerland,184611.0,2020
5420,474,Switzerland,195588.23529411765,2020
5421,181,Switzerland,194950.0,2019
5422,100,Germany,183300.0,2019
5423,88,Turkey,182000.0,2007
5424,128,Denmark,10384615.384615384,1999
5425,224,Switzerland,192156.86274509804,2008
5426,298,Portugal,142241.37931034484,2020
5427,45,United Kingdom,142198.275862069,2019
5428,420,Switzerland,191176.4705882353,2008
5429,371,Switzerland,191176.4705882353,2020
5430,744,Switzerland,191176.4705882353,1993
5433,106,Spain,180000.0,2004
5434,52,Italy,180000.0,1984
5435,93,Germany,180000.0,2008
5436,69,Spain,180000.0,2005
5437,125,Italy,180000.0,2006
5440,150,Croatia (Hrvatska),179950.0,1996
5441,203,Switzerland,190686.27450980392,2017
5442,135,Croatia (Hrvatska),179900.0,2000
5445,221,Croatia (Hrvatska),179500.0,1996
5446,38,Netherlands,179500.0,1922
5448,35,Netherlands,179500.0,2001
5449,108,Germany,179500.0,2009
5450,84,Netherlands,179500.0,2001
5451,66,Germany,179500.0,2020
5453,188,Netherlands,179500.0,2017
5455,42,Croatia (Hrvatska),179000.0,2005
5456,125,Croatia (Hrvatska),179000.0,2008
5457,140,France,179000.0,2014
5461,82,Netherlands,179000.0,2009
5462,47,France,179000.0,2008
5463,106,Italy,179000.0,2008
5464,41,Italy,179000.0,2004
5465,72,Spain,179000.0,2007
5466,65,Italy,179000.0,2003
5467,35,Italy,179000.0,2011
5468,42,France,179000.0,2020
5470,36,France,178000.0,2008
5472,190,Germany,178000.0,2008
5473,91,Netherlands,178000.0,2003
5474,70,Croatia (Hrvatska),177900.0,1990
5476,258,Switzerland,177090.0,2020
5478,146,Switzerland,176615.0,2021
5479,449,Switzerland,176000.0,2019
5481,214,Switzerland,175848.0,2020
5482,367,Switzerland,186274.50980392157,1988
5483,646,Lake Constance,186274.50980392157,2003
5484,131,Switzerland,186176.4705882353,2017
5487,87,Croatia (Hrvatska),175000.0,1999
5488,29,Italy,175000.0,2007
5489,36,Portugal,175000.0,2003
5492,73,Italy,175000.0,1977
5493,56,Italy,175000.0,2011
5494,139,Croatia (Hrvatska),175000.0,2000
5495,174,Italy,175000.0,1999
5498,72,Croatia (Hrvatska),175000.0,2002
5499,91,Netherlands,175000.0,2019
5502,107,Greece,175000.0,2008
5503,89,Belgium,175000.0,1911
5504,277,Spain,175000.0,2007
5505,75,Spain,175000.0,2007
5506,97,Netherlands,174900.0,2000
5507,139,Croatia (Hrvatska),174900.0,2008
5508,113,Spain,174900.0,2015
5509,72,France,174900.0,2013
5511,60,Netherlands,174500.0,2005
5512,130,Italy,174500.0,2001
5513,101,Netherlands,174500.0,1998
5515,174,Switzerland,183235.29411764705,2011
5516,140,Netherlands,174000.0,2001
5517,211,Spain,174000.0,2000
5518,160,Switzerland,184294.11764705883,2020
5520,43,France,173455.0,2020
5521,284,Germany,173320.0,2020
5522,245,Germany,173000.0,2006
5523,325,Switzerland,183152.94117647057,2021
5524,145,Netherlands,172700.0,2019
5526,131,Italy,172000.0,2003
5527,289,Germany,172000.0,2006
5528,102,France,172000.0,2019
5530,605,Switzerland,181372.54901960783,2019
5531,409,Switzerland,181372.54901960783,2015
5533,65,Spain,170000.0,2007
5536,127,Italy,170000.0,2006
5539,404,Spain,170000.0,2011
5540,220,Germany,170000.0,2014
5541,131,Italy,170000.0,1998
5543,242,Croatia (Hrvatska),169900.0,2000
5545,68,Netherlands,169900.0,2001
5546,110,Spain,169500.0,2011
5549,154,Germany,169500.0,2011
5550,171,Croatia (Hrvatska),169000.0,1973
5552,154,Netherlands,169000.0,2002
5553,120,Italy,169000.0,1991
5554,40,Slovenia,169000.0,2007
5555,67,Netherlands,169000.0,1983
5557,69,Italy,169000.0,2006
5558,72,Spain,169000.0,2000
5559,111,Spain,169000.0,2005
5560,57,Netherlands,169000.0,2000
5561,87,Germany,169000.0,1999
5562,120,Spain,169000.0,2000
5563,42,Germany,168000.0,2007
5564,47,Italy,168000.0,2004
5566,56,Germany,168000.0,2006
5572,265,Germany,167000.0,1997
5573,287,Germany,176470.58823529413,2000
5575,159,Austria,166000.0,2007
5576,115,Switzerland,165900.0,2020
5578,265,Switzerland,175490.19607843136,2018
5579,806,Switzerland,175490.19607843136,1998
5580,111,France,165490.0,2020
5581,77,Italy,165000.0,1997
5582,115,Italy,165000.0,2018
5583,159,Spain,165000.0,2007
5584,129,Italy,165000.0,2008
5585,74,Italy,165000.0,2016
5586,117,France,165000.0,2007
5587,56,Spain,165000.0,2009
5588,55,Greece,165000.0,2011
5589,156,Spain,165000.0,2006
5590,79,France,165000.0,2007
5592,109,Italy,165000.0,1990
5594,114,Italy,165000.0,2000
5595,117,Italy,165000.0,2001
5596,190,Netherlands,165000.0,2010
5597,104,Slovenia,165000.0,2007
5599,129,Germany,165000.0,2008
5600,173,Germany,164790.0,2021
5603,100,Martinique,164500.0,2007
5604,39,United Kingdom,129267.24137931035,2020
5606,333,Germany,164000.0,2007
5609,248,Germany,163000.0,2011
5610,229,Germany,163000.0,2000
5612,96,France,162000.0,2017
5613,128,Switzerland,171568.6274509804,2013
5615,70,Denmark,9230769.23076923,1999
5616,190,Switzerland,161000.0,2018
5617,120,France,160660.0,2020
5618,89,France,160575.0,2020
5620,34,Italy,160000.0,2002
5623,327,Italy,160000.0,2007
5624,86,Italy,160000.0,2001
5625,110,Italy,160000.0,2000
5627,278,Germany,160000.0,2020
5628,206,Italy,160000.0,2008
5632,126,Italy,159900.0,2006
5633,111,France,159900.0,2013
5634,88,Germany,159900.0,2020
5635,169,Germany,159900.0,2020
5636,207,Germany,159900.0,1996
5637,116,Germany,159500.0,2009
5640,107,Netherlands,159500.0,2014
5641,162,Spain,159500.0,2010
5642,293,Germany,159500.0,2003
5643,1710,Switzerland,159359.0,2020
5644,86,Portugal,159061.0,2020
5645,45,Turkey,125000.00000000001,2009
5646,194,Spain,159000.0,2011
5647,59,France,159000.0,2016
5648,211,Italy,159000.0,1993
5649,112,Austria,159000.0,2005
5650,59,Netherlands,159000.0,1997
5652,106,Croatia (Hrvatska),159000.0,2008
5654,23,Italy,159000.0,1988
5655,141,Germany,159000.0,2004
5656,133,France,158988.0,2019
5657,45,Croatia (Hrvatska),158900.0,1987
5659,254,Germany,158350.0,2020
5660,39,Italy,158000.0,1998
5665,73,Germany,157990.0,1997
5666,358,Switzerland,157692.0,2020
5667,106,Germany,157500.0,2020
5668,30,United Kingdom,123606.89655172414,2020
5669,147,Netherlands,157000.0,2007
5672,469,Italy,156000.0,2006
5674,301,Switzerland,164942.1568627451,2019
5675,148,Switzerland,164942.1568627451,2019
5676,246,Switzerland,164705.88235294117,2019
5677,386,Switzerland,164705.88235294117,2013
5683,74,Germany,155000.0,1930
5684,80,Netherlands,155000.0,2005
5686,179,Croatia (Hrvatska),155000.0,2006
5688,410,France,155000.0,2006
5689,51,Spain,154900.0,1997
5690,306,Austria,154644.0,2019
5692,264,Switzerland,163725.49019607843,2001
5693,104,France,154393.0,2020
5695,278,Switzerland,163372.54901960783,2020
5696,77,Germany,154000.0,2006
5697,277,Switzerland,154000.0,2020
5698,140,Netherlands,154000.0,2003
5699,70,Croatia (Hrvatska),154000.0,2006
5702,82,Spain,120646.55172413794,2001
5703,132,Croatia (Hrvatska),153640.0,2020
5704,78,United Kingdom,120646.55172413794,2001
5705,57,United Kingdom,120646.55172413794,2017
5706,56,France,120258.62068965517,2004
5708,413,Switzerland,161764.70588235295,1959
5709,433,Switzerland,152265.0,2020
5710,120,Germany,152200.0,2020
5711,268,Switzerland,152035.0,2020
5712,145,Switzerland,152000.0,2017
5713,71,Italy,152000.0,2013
5714,193,Italy,152000.0,2011
5716,71,Austria,151500.0,2020
5718,115,Italy,150000.0,2010
5721,43,Spain,150000.0,2002
5722,107,Netherlands,150000.0,1997
5723,158,Switzerland,150000.0,1984
5725,68,Italy,150000.0,2004
5726,245,Germany,150000.0,2016
5728,85,France,150000.0,1997
5731,31,Italy,150000.0,2008
5733,115,Italy,150000.0,2018
5734,73,Italy,150000.0,1980
5735,59,Italy,150000.0,1995
5736,85,Italy,150000.0,2006
5737,142,Malta,150000.0,2008
5738,156,Malta,150000.0,2008
5739,63,Italy,150000.0,2008
5740,105,Italy,150000.0,2009
5742,68,France,150000.0,2020
5743,155,France,150000.0,2010
5744,383,Austria,150000.0,2010
5746,170,Spain,150000.0,2000
5747,130,Croatia (Hrvatska),150000.0,2008
5748,41,Germany,149950.0,2016
5750,148,Germany,149500.0,1999
5751,129,Croatia (Hrvatska),149500.0,1998
